resolution_id,complaint_id,agent_id,resolution_date,resolution_type,notes
605,29050,280,4/24/2024,Fixed,No resolution details provided
606,31379,245,5/24/2025,Fixed,Patched dashboard
607,20764,236,3/1/2025,Fixed,No resolution details provided
608,32465,297,12/22/2023,Fixed,No resolution details provided
609,38322,214,8/13/2023,Fixed,Resolved export error
610,14778,274,6/14/2025,Pending,Fixed sync issue
611,16977,220,,Open,Updated app version
612,28201,286,,Open,Work in progress
613,45859,228,,Open,Debugging app crash
614,27473,229,4/8/2025,Fixed,Patched dashboard
615,8771,247,,Open,Optimized server
616,31176,297,,Open,Processed refund
617,18831,271,9/12/2024,Fixed,Patched dashboard
618,47849,281,4/9/2024,Fixed,Updated billing system
619,39898,274,9/22/2023,Fixed,No resolution details provided
620,13569,215,4/16/2024,Pending,Updated app version
621,562,245,4/11/2025,Fixed,Fixed sync issue
622,39153,273,5/23/2024,Fixed,No resolution details provided
623,48342,224,12/4/2023,Fixed,No resolution details provided
624,15538,269,,Open,Work in progress
625,8760,228,2/13/2025,Pending,Optimized server
626,17697,260,,Open,Work in progress
627,19345,271,1/27/2025,Fixed,No resolution details provided
628,29737,212,10/16/2024,Fixed,No resolution details provided
629,4276,231,7/10/2025,Fixed,Refunded overcharge
630,23485,235,6/12/2025,Fixed,No resolution details provided
631,2309,285,12/4/2023,Fixed,Processed refund
632,13087,244,,Open,Optimized server
633,36846,255,,Open,Updated billing system
634,47126,212,,Open,Fixed login issue
635,703,281,4/8/2024,Fixed,Patched dashboard
636,27466,299,11/20/2023,Fixed,Improved load time
637,17029,298,,Open,Work in progress
638,31170,224,5/16/2024,Fixed,No resolution details provided
639,46724,223,,Open,Refunded overcharge
640,45296,292,1/22/2025,Fixed,Waiting for engineering team
641,48282,283,,Open,Work in progress
642,29890,282,,Open,Fixed sync issue
643,4416,209,5/16/2025,Fixed,Patched integration
644,12698,274,3/22/2024,Fixed,No resolution details provided
645,17291,202,5/15/2025,Pending,Processed refund
646,33494,251,7/31/2024,Fixed,Optimized server
647,25966,225,3/8/2025,Fixed,Updated billing system
648,46475,258,,Open,Optimized server
649,48405,287,8/13/2024,Pending,Investigating delay
650,43089,268,,Fixed,Patched dashboard
651,31724,282,9/8/2023,Fixed,Debugging app crash
652,12001,206,6/9/2024,Fixed,Updated app version
653,9713,282,11/27/2023,Fixed,No resolution details provided
654,48441,256,,Open,Waiting for engineering team
655,19230,286,1/3/2025,Pending,Patched integration
656,12386,279,7/2/2024,Fixed,Fixed sync issue
657,21896,250,,Open,Refunded overcharge
658,32405,291,12/1/2023,Fixed,Patched dashboard
659,18919,234,4/7/2024,Pending,
660,34706,241,,Open,Work in progress
661,8201,265,9/25/2023,Fixed,Patched integration
662,38960,255,,Open,Improved load time
663,184,223,1/29/2025,Fixed,Refunded overcharge
664,14122,283,4/15/2024,Pending,Updated billing system
665,33548,250,10/11/2023,Fixed,Processed refund
666,16461,216,8/25/2024,Pending,Debugging app crash
667,40505,212,9/30/2024,Pending,Debugging app crash
668,36172,254,12/30/2023,Pending,
669,2557,283,5/31/2024,Fixed,Waiting for engineering team
670,22210,293,,Open,Updated app version
671,41743,287,,Open,Work in progress
672,401,201,,Open,Work in progress
673,14924,208,,Open,Restored notification delivery
674,28802,209,,Open,Waiting for engineering team
675,3439,240,10/1/2023,Pending,
676,11446,287,,Open,Patched dashboard
677,37349,276,,Open,Processed refund
678,11635,236,,Open,Patched integration
679,32542,202,4/13/2024,Fixed,No resolution details provided
680,353,278,1/18/2025,Pending,Debugging app crash
681,40834,236,,Open,Optimized server
682,37609,201,,Pending,Refunded overcharge
683,47802,210,,Open,Updated app version
684,31361,219,2/15/2024,Fixed,Refunded overcharge
685,49912,272,2/23/2024,Pending,
686,34667,255,8/5/2023,Fixed,No resolution details provided
687,5610,234,,Open,Updated billing system
688,1945,239,9/22/2024,Fixed,Fixed notification bug
689,7485,260,,Open,Enabled CSV export
690,47948,204,6/6/2024,Pending,
691,9460,249,3/29/2024,Fixed,Enabled CSV export
692,38810,261,11/3/2023,Pending,Fixed export permissions
693,7507,228,4/21/2024,Pending,
694,34179,292,5/31/2024,Fixed,No resolution details provided
695,47335,296,,Open,Processed refund
696,24867,218,2/6/2025,Fixed,Updated billing system
697,44803,205,4/11/2024,Pending,Waiting for engineering team
698,47315,285,,Open,Work in progress
699,47919,294,6/11/2025,Fixed,No resolution details provided
700,11327,206,7/11/2025,Fixed,Updated app version
701,24722,273,1/31/2024,Fixed,No resolution details provided
702,325,288,6/27/2024,Fixed,Processed refund
703,34305,294,,Open,Work in progress
704,38753,277,,Open,Patched dashboard
705,18301,225,7/17/2025,Fixed,Refunded overcharge
706,10337,264,,Open,Restored notification delivery
707,5942,225,5/3/2025,Fixed,Fixed login issue
708,34886,292,3/4/2025,Pending,Refunded overcharge
709,17260,218,,Open,Fixed sync issue
710,17532,209,10/20/2024,Fixed,No resolution details provided
711,18648,287,2/22/2024,Fixed,Waiting for engineering team
712,36467,242,3/14/2025,Fixed,Updated billing system
713,13509,280,1/11/2025,Fixed,Fixed sync issue
714,31100,235,1/21/2025,Fixed,Processed refund
715,5683,255,12/8/2023,Fixed,Fixed sync issue
716,5655,291,9/28/2023,Fixed,Fixed login issue
717,22352,234,,Open,Updated billing system
718,22521,233,1/28/2025,Fixed,Fixed login issue
719,43812,237,11/18/2024,Fixed,Optimized server
720,35113,260,6/5/2024,Fixed,Investigating delay
721,34381,223,5/5/2025,Fixed,Updated billing system
722,23018,264,,Open,Processed refund
723,30863,212,,Open,Work in progress
724,29036,254,6/28/2024,Pending,Optimized server
725,13167,226,,Open,Refunded overcharge
726,34881,221,,Open,Work in progress
727,6529,215,6/21/2024,Fixed,Investigating delay
728,38985,266,1/4/2024,Fixed,No resolution details provided
729,16540,263,10/24/2024,Pending,Improved load time
730,14599,275,9/17/2023,Fixed,Processed refund
731,36997,300,,Open,Waiting for engineering team
732,17899,261,6/17/2024,Pending,Fixed login issue
733,21170,261,,Open,Fixed sync issue
734,537,265,10/10/2023,Pending,Optimized server
735,7672,217,3/3/2024,Fixed,Updated billing system
736,38799,265,2/9/2025,Fixed,Updated billing system
737,48973,275,,Open,Restored notification delivery
738,35905,217,6/23/2025,Fixed,Optimized server
739,26138,272,10/11/2023,Fixed,No resolution details provided
740,34680,247,,Open,Processed refund
741,36110,203,,Open,Patched dashboard
742,15794,202,4/21/2025,Fixed,Improved load time
743,14154,237,3/21/2024,Fixed,No resolution details provided
744,287,248,7/6/2025,Fixed,Updated app version
745,47408,234,5/23/2024,Fixed,No resolution details provided
746,40508,246,1/25/2025,Pending,Patched dashboard
747,34161,244,4/16/2024,Fixed,No resolution details provided
748,11855,296,10/20/2024,Fixed,Processed refund
749,8232,248,4/8/2024,Fixed,Refunded overcharge
750,41172,208,1/14/2024,Pending,Fixed sync issue
751,18656,258,,Open,Refunded overcharge
752,182,216,11/29/2023,Fixed,Updated billing system
753,42748,270,,Open,Debugging app crash
754,23509,246,7/11/2025,Fixed,No resolution details provided
755,10471,226,9/13/2024,Fixed,Fixed notification bug
756,7319,279,6/6/2025,Fixed,No resolution details provided
757,14961,227,7/24/2023,Fixed,Improved load time
758,27346,282,,Open,Processed refund
759,4122,293,5/18/2025,Fixed,Patched dashboard
760,34183,239,,Open,Fixed sync issue
761,22474,262,,Open,Updated biling system
762,39882,288,,Open,Processed refund
763,2315,242,6/19/2024,Pending,Processed refund
764,4205,223,2/2/2025,Fixed,Patched integration
765,46178,204,4/11/2025,Fixed,Optimized server
766,42318,221,8/16/2024,Fixed,Debugging app crash
767,37771,226,12/25/2024,Fixed,Fixed login issue
768,21651,271,,Open,Patched dashboard
769,31638,291,10/27/2023,Pending,Improved load time
770,23695,271,,Open,Updated billing system
771,41730,211,3/13/2024,Fixed,Updated billing system
772,11325,207,6/22/2025,Pending,
773,15089,291,10/10/2024,Fixed,Waiting for engineering team
774,15861,300,,Open,Restored notification delivery
775,35888,246,,Open,Resolved export error
776,3289,225,12/2/2023,Fixed,Fixed login issue
777,30764,211,11/2/2023,Fixed,Updated billing system
778,25016,270,3/20/2025,Pending,Optimized server
779,36666,208,11/30/2023,Fixed,Improved load time
780,4709,205,12/10/2023,Fixed,Optimized server
781,17485,290,5/4/2025,Fixed,Optimized server
782,35539,283,5/9/2024,Fixed,Fixed sync issue
783,23904,227,7/12/2025,Fixed,Updated billing system
784,11237,268,9/2/2023,Fixed,Fixed export permissions
785,48961,251,6/2/2025,Fixed,Fixed login issue
786,32503,265,7/12/2025,Fixed,Processed refund
787,46810,225,,Open,Patched dashboard
788,612,235,11/17/2024,Fixed,No resolution details provided
789,10028,202,,Open,Restored notification delivery
790,37020,290,10/15/2024,Fixed,Improved load time
791,21202,223,5/1/2024,Fixed,Updated app version
792,49899,279,,Open,Refunded overcharge
793,44865,242,,Open,Work in progress
794,25838,278,1/3/2025,Fixed,Improved load time
795,7365,243,,Open,Updated app version
796,2187,266,,Open,Work in progress
797,8947,235,,Open,Investigating delay
798,23690,271,1/16/2025,Fixed,No resolution details provided
799,23995,273,,Open,Fixed sync issue
800,29393,222,8/23/2023,Fixed,Improved load time
801,24810,238,,Open,Refunded overcharge
802,48884,276,6/17/2024,Pending,
803,24798,213,10/23/2023,Fixed,Waiting for engineering team
804,22879,297,,Open,Processed refund
805,16495,257,,Open,Refunded overcharge
806,1248,286,6/19/2024,Fixed,No resolution details provided
807,47397,260,2/19/2024,Fixed,Refunded overcharge
808,27099,208,6/27/2024,Pending,Patched dashboard
809,47265,219,9/7/2023,Pending,Processed refund
810,47439,210,,Open,Refunded overcharge
811,18405,226,6/26/2025,Fixed,No resolution details provided
812,25895,214,7/18/2024,Fixed,Fixed export permissions
813,25964,232,3/10/2025,Pending,Restored notification delivery
814,16734,205,12/11/2024,Fixed,No resolution details provided
815,44704,283,5/7/2024,Fixed,Waiting for engineering team
816,35811,201,5/17/2024,Fixed,Fixed login issue
817,19320,260,,Open,Processed refund
818,39074,245,5/16/2025,Pending,Restored notification delivery
819,1531,257,,Open,Fixed login issue
820,16158,210,,Open,Processed refund
821,15500,298,,Open,Work in progress
822,13000,283,,Open,Fixed export permissions
823,48581,232,,Open,Work in progress
824,29916,274,9/21/2024,Fixed,Patched dashboard
825,18869,203,,Open,Work in progress
826,41134,223,,Open,Refunded overcharge
827,39358,212,,Open,Optimized server
828,21156,264,,Open,Waiting for engineering team
829,40430,243,,Open,Work in progress
830,33951,280,2/12/2024,Pending,
831,9289,263,,Open,Fixed login issue
832,49045,291,,Open,Investigating delay
833,5939,206,,Open,Waiting for engineering team
834,35491,209,10/4/2023,Fixed,No resolution details provided
835,2402,231,11/16/2023,Fixed,Processed refund
836,36786,245,8/31/2023,Fixed,Fixed login issue
837,25601,219,12/9/2023,Pending,Updated billing system
838,30703,248,8/31/2023,Fixed,Fixed sync issue
839,17981,217,4/22/2025,Fixed,Fixed login issue
840,4334,217,1/28/2024,Fixed,Fixed notification bug
841,14790,260,5/26/2025,Fixed,Patched integration
842,20924,237,1/30/2024,Fixed,No resolution details provided
843,20988,238,,Open,Work in progress
844,8290,287,12/15/2023,Fixed,Patched dashboard
845,33970,244,,Open,Restored notification delivery
846,8617,221,9/21/2024,Fixed,No resolution details provided
847,30112,227,7/11/2024,Fixed,Debugging app crash
848,6669,295,8/1/2024,Fixed,No resolution details provided
849,24125,204,2/7/2025,Pending,
850,19534,242,9/23/2024,Fixed,Processed refund
851,41304,236,7/28/2024,Fixed,No resolution details provided
852,26725,267,2/2/2025,Fixed,No resolution details provided
853,19455,246,12/20/2023,Fixed,Fixed notification bug
854,2862,265,,Open,Enabled CSV export
855,33431,206,2/24/2024,Fixed,Debugging app crash
856,9132,220,7/19/2025,Fixed,No resolution details provided
857,18086,249,5/1/2024,Fixed,No resolution details provided
858,3988,215,10/16/2024,Fixed,Processed refund
859,41868,227,4/22/2024,Fixed,No resolution details provided
860,35746,252,5/16/2024,Pending,Processed refund
861,17497,261,,Open,Work in progress
862,28192,262,,Open,Restored notification delivery
863,48161,265,10/6/2023,Fixed,Resolved export error
864,6637,282,,Open,Debugging app crash
865,25573,263,7/17/2025,Fixed,Debugging app crash
866,26274,249,5/20/2024,Fixed,No resolution details provided
867,26696,270,1/19/2024,Fixed,Refunded overcharge
868,29642,220,11/16/2023,Fixed,No resolution details provided
869,9822,237,9/1/2023,Fixed,Processed refund
870,15127,268,12/30/2024,Fixed,No resolution details provided
871,27912,215,4/25/2024,Pending,Improved load time
872,42966,275,,Open,Updated app version
873,13111,286,,Open,Refunded overcharge
874,3345,256,11/20/2023,Fixed,No resolution details provided
875,20390,246,10/29/2024,Fixed,Processed refund
876,11402,235,,Open,Optimized server
877,45159,212,5/3/2025,Fixed,Updated billing system
878,49952,227,,Open,Waiting for engineering team
879,4517,254,2/25/2024,Fixed,Debugging app crash
880,19063,289,8/18/2023,Fixed,Optimized server
881,36825,243,10/6/2023,Pending,
882,13444,250,5/10/2025,Fixed,Processed refund
883,15799,211,11/1/2023,Fixed,Processed refund
884,15105,281,3/25/2024,Fixed,No resolution details provided
885,1401,295,8/17/2024,Fixed,Refunded overcharge
886,10650,250,10/4/2023,Fixed,Waiting for engineering team
887,4770,268,,Open,Refunded overcharge
888,3177,287,8/15/2023,Pending,Updated billing system
889,48513,292,,Open,Fixed sync issue
890,18373,248,5/23/2024,Fixed,Refunded overcharge
891,48411,211,8/21/2023,Pending,Patched dashboard
892,24979,289,8/12/2024,Pending,Processed refund
893,45691,262,,Open,Processed refund
894,40604,214,12/8/2023,Fixed,No resolution details provided
895,11907,272,8/16/2024,Pending,
896,13634,288,3/7/2024,Fixed,Improved load time
897,3016,220,,Open,Enabled CSV export
898,14043,268,8/22/2024,Fixed,No resolution details provided
899,15027,234,3/17/2025,Fixed,Debugging app crash
900,41611,250,,Open,Restored notification delivery
901,14505,243,,Open,Resolved export error
902,26308,261,7/31/2023,Fixed,Patched integration
903,39955,236,3/16/2024,Fixed,Optimized server
904,47764,247,6/4/2025,Fixed,Fixed notification bug
905,18395,202,6/13/2025,Pending,
906,15101,216,1/23/2024,Fixed,Investigating delay
907,27043,276,,Open,Work in progress
908,24346,262,,Open,Refunded overcharge
909,4651,292,,Open,Updated billing system
910,22553,254,,Open,Fixed sync issue
911,44550,208,,Open,Work in progress
912,24080,255,5/31/2025,Fixed,No resolution details provided
913,34460,288,,Open,Work in progress
914,7632,210,8/17/2024,Pending,Patched dashboard
915,4652,293,6/2/2025,Fixed,Patched integration
916,47616,258,10/7/2023,Fixed,No resolution details provided
917,3735,247,6/3/2024,Pending,Patched dashboard
918,24010,261,1/17/2025,Pending,
919,6330,247,6/6/2025,Fixed,Updated billing system
920,20460,271,7/4/2024,Fixed,Debugging app crash
921,12983,246,4/18/2024,Fixed,No resolution details provided
922,43809,232,4/3/2025,Pending,Patched dashboard
923,12897,299,1/13/2024,Pending,Fixed notification bug
924,25612,270,12/1/2024,Fixed,Fixed sync issue
925,39230,203,11/21/2023,Pending,Waiting for engineering team
926,5991,208,8/6/2023,Fixed,No resolution details provided
927,10183,220,,Open,Updated billing system
928,31542,251,10/9/2024,Fixed,No resolution details provided
929,12030,288,,Open,Debugging app crash
930,18205,243,10/16/2023,Fixed,Restored notification delivery
